id_documento,id_principal,casa,sigla_tipo,numero,ano,data_apresentacao,ementa,cod_tipo_documento,descricao_tipo_documento,ementa_detalhada,keywords,status_proposicao_cod_situacao,status_proposicao_cod_tipo_tramitacao,status_proposicao_data_hora,status_proposicao_descricao_situacao,status_proposicao_descricao_tramitacao,status_proposicao_despacho,status_proposicao_regime,status_proposicao_sequencia,status_proposicao_sigla_orgao,status_proposicao_uri_orgao,status_proposicao_uri_ultimo_relator,status_proposicao_url,uri_documento,uri_autores,uri_prop_posterior,uri_prop_principal,uri_ultimo_relator,url_inteiro_teor,status_proposicao_ambito,uri_orgao_numerador
2226717,2226717,camara,PL,5634,2019,2019-10-23 15:53:00,Dispõe sobre o plantio de espécies nativas para a recuperação ou restauração de áreas ecologicamente sensíveis na propriedade rural.,139,Projeto de Lei,NA,"Plantio, vegetação primária, propriedade rural, Recuperação de área degradada, vegetação, nascente d'água, Curso de água, floresta, Manejo florestal sustentável, desnecessidade, autorização, licença ambiental.",915,350,2020-01-07 00:00:00,Aguardando Parecer,Abertura de Prazo,Prazo para Emendas ao Projeto (5 sessões a partir de 08/01/2020),"Ordinária (Art. 151, III, RICD)",17,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,https://dadosabertos.camara.leg.br/api/v2/deputados/204530,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2226717,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2226717/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1825215,Regimental,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174
2227140,2227140,camara,PL,5692,2019,2019-10-29 09:52:00,"Altera a Lei nº 9.966, de 2000, que ""dispõe sobre a prevenção, o controle e a fiscalização da poluição causada por lançamento de óleo e outras substâncias nocivas ou perigosas em águas sob jurisdição nacional e dá outras providências"", para dispor sobre o Plano Nacional de Contingência (PNC).",139,Projeto de Lei,NA,"Alteração, Lei do Óleo, diretrizes, Plano Nacional de Contingência para Incidentes de Poluição por Óleo em Águas sob Jurisdição Nacional (PNC).",915,504,2020-02-18 16:04:00,Aguardando Parecer,Notificação de Apensação,Apensação do PL 228/2020 a esta proposição.,"Ordinária (Art. 151, III, RICD)",22,CME,https://dadosabertos.camara.leg.br/api/v2/orgaos/2012,https://dadosabertos.camara.leg.br/api/v2/deputados/160556,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2227140,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2227140/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1826619,Protocolar,https://dadosabertos.camara.leg.br/api/v2/orgaos/2012
2227211,2227211,camara,PL,5702,2019,2019-10-29 15:06:00,Dispõe sobre o estabelecimento do Fundo Amazônia.,139,Projeto de Lei,NA,"Diretrizes, Fundo da Amazônia, fonte de recursos, gestão, Banco Nacional de Desenvolvimento Econômico e Social (BNDES), aplicação, recursos, prevenção, Monitoramento ambiental, combate, desmatamento, incentivo, desenvolvimento sustentável, Preservação ambiental, Amazônia Legal.",925,320,2019-11-06 00:00:00,Tramitando em Conjunto,Designação de Relator,"Designado Relator, Dep. Átila Lins (PP-AM)","Ordinária (Art. 151, III, RICD)",17,CINDRA,https://dadosabertos.camara.leg.br/api/v2/orgaos/2017,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2227211,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2227211/autores,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2214480,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1826898,Protocolar,NA
2227363,2227140,camara,PL,5722,2019,2019-10-29 18:26:00,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998 (Lei de Crimes Ambientais), para dispor sobre plano de contingenciamento e responsabilização da União",139,Projeto de Lei,NA,"Alteração, Lei dos Crimes Ambientais, prazo determinado, Plano de contingência, Poder Público, crime ambiental, Autor desconhecido, descumprimento, crime de responsabilidade.",925,604,2019-11-27 00:00:00,Tramitando em Conjunto,Publicação de Proposição,Encaminhada à publicação. Publicação Inicial em avulso e no DCD de 28/11/19 PÁG 929.,"Ordinária (Art. 151, III, RICD)",17,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2227363,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2227363/autores,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2227140,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1827275,Regimental,NA
2227505,2227505,camara,PL,5739,2019,2019-10-30 11:40:00,"Altera o Decreto-Lei nº 1.435, de 16 de dezembro de 1975, para incentivar a utilização de insumos provenientes na Amazônia Legal nos produtos industrializados na Zona Franca de Manaus.",139,Projeto de Lei,NA,"Alteração, decreto-lei, critério, Crédito presumido, Imposto sobre Produtos Industrializados (IPI), produto industrializado,  Zona Franca de Manaus (ZFM),  insumo, Amazônia legal, incentivo fiscal, benefício fiscal, desenvolvimento regional, tributação.",925,106,2019-11-18 16:58:00,Tramitando em Conjunto,Apensação,Apensação desta proposição ao PL 1753/2019.,"Prioridade (Art. 151, II, RICD)",16,CINDRA,https://dadosabertos.camara.leg.br/api/v2/orgaos/2017,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2227505,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2227505/autores,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2212909,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1827706,Protocolar,NA
2227595,2192260,camara,PLP,241,2019,2019-10-30 15:11:00,"Delega competência para que os órgãos estaduais de ambiente também sejam responsáveis pelo controle e fiscalização das atividades de lavra, exploração e produção de petróleo e gás.",140,Projeto de Lei Complementar,NA,"Alteração, lei complementar, Instituto Estadual do Ambiente (Inea), competência, ação administrativa,  poder de polícia, fiscalização, pesquisa, lavra de mineração, exploração, produção, petróleo, gás natural, preservação, meio ambiente..",925,604,2019-11-12 00:00:00,Tramitando em Conjunto,Publicação de Proposição,Encaminhada à publicação. Publicação Inicial em avulso e no DCD de 13/11/19 PÁG 138.,"Urgência (Art. 155, RICD)",14,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858529,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2227595,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2227595/autores,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2201537,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1827883,Regimental,NA
2228130,2228130,camara,PL,5822,2019,2019-11-05 10:37:00,"Acrescenta redação à Lei no 9.985, de 18 de julho de 2000, para viabilizar o licenciamento ambiental de lavras garimpeiras de pequeno porte em Unidades de Conservação de Uso Sustentável do tipo Floresta Nacional.",139,Projeto de Lei,NA,"Alteração, Lei do Sistema Nacional de Unidades de Conservação da Natureza, critério, licenciamento ambiental, exploração, recursos minerais, garimpagem, Unidade de conservação de uso sustentável, Floresta Nacional (Flona).",915,600,2019-12-18 18:59:00,Aguardando Parecer,Encerramento de Prazo,Encerrado o prazo de 5 sessões para apresentação de emendas ao projeto (de 10/12/2019 a 18/12/2019). Não foram apresentadas emendas.,"Ordinária (Art. 151, III, RICD)",19,CME,https://dadosabertos.camara.leg.br/api/v2/orgaos/2012,https://dadosabertos.camara.leg.br/api/v2/deputados/204541,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2228130,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2228130/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1829867,Regimental,https://dadosabertos.camara.leg.br/api/v2/orgaos/2012
2228166,2192045,camara,PRL,2,0,2019-11-05 13:44:00,"Parecer do Relator, Dep. Bosco Costa (PL-SE), pela aprovação, com substitutivo.",190,Parecer do Relator,NA,NA,NA,319,2019-11-05 13:44:00,NA,Análise Parecer,"Parecer do Relator, Dep. Bosco Costa (PL-SE), pela aprovação, com substitutivo.",.,2,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1829971,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2228166,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2228166/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1829971,Regimental,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001
2228169,2192045,camara,SBT,2,0,2019-11-05 13:51:00,NA,255,Substitutivo,NA,NA,NA,100,2019-11-05 13:51:00,NA,Apresentação de Proposição,"Apresentação do Substitutivo n. 2 CAPADR, pelo Deputado Bosco Costa (PL-SE).",.,1,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2228169,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2228169/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1829971,Regimental,NA
2229725,2229725,camara,PL,6017,2019,2019-11-18 13:02:00,"Altera a Lei nº 12.651, de 25 de maio de 2012 (Código Florestal), para dispor sobre o registro da Cota de Reserva Ambiental (CRA).",139,Projeto de Lei,NA,"Alteração, Código Florestal (2012), retirada, exigência, averbação, matrícula, registro, imóvel, emissão, Cota de Reserva Ambiental (CRA). _Vinculação. utilização, cancelamento, Cota de Reserva Ambiental (CRA), declaração, registro, Cadastro Ambiental Rural (CAR).",915,350,2020-01-07 00:00:00,Aguardando Parecer,Abertura de Prazo,Prazo para Emendas ao Projeto (5 sessões a partir de 08/01/2020),"Prioridade (Art. 151, II, RICD)",20,CMADS,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174,https://dadosabertos.camara.leg.br/api/v2/deputados/204352,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2229725,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2229725/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1834816,Regimental,https://dadosabertos.camara.leg.br/api/v2/orgaos/6174
2229754,2229754,camara,PL,6024,2019,2019-11-19 14:51:00,"Altera os limites da Reserva Extrativista Chico Mendes, localizada nos municípios de Assis Brasil, Brasiléia, Capixaba, Epitaciolândia, Rio Branco e Sena Madureira, no Estado do Acre e modifica a categoria do Parque Nacional da Serra do Divisor.",139,Projeto de Lei,NA,"Alteração, limite geográfico, Reserva Extrativista Chico Mendes, Acre, transformação, Parque Nacional da Serra do Divisor, Área de Proteção Ambiental Serra do Divisor.",907,604,2019-12-03 00:00:00,Aguardando Designação de Relator,Publicação de Proposição,Encaminhada à publicação. Publicação Inicial em avulso e no DCD de 04/12/19 P[AG 135.,"Ordinária (Art. 151, III, RICD)",15,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2229754,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2229754/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1834930,Regimental,NA
2229761,2195635,camara,PRL,1,0,2019-11-19 15:13:00,"Parecer do Relator, Dep. Neri Geller (PP-MT), pela aprovação deste, com emenda.",190,Parecer do Relator,NA,NA,NA,319,2019-11-19 15:13:00,NA,Análise Parecer,"Parecer do Relator, Dep. Neri Geller (PP-MT), pela aprovação deste, com emenda.",.,2,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1834944,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2229761,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2229761/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1834944,Regimental,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001
2229783,2195635,camara,EMR,1,0,2019-11-19 15:45:00,NA,257,Emenda de Relator,NA,NA,NA,100,2019-11-19 15:45:00,NA,Apresentação de Proposição,"Apresentação da Emenda de Relator n. 1 CAPADR, pelo Deputado Neri Geller (PP-MT).",.,1,CAPADR,https://dadosabertos.camara.leg.br/api/v2/orgaos/2001,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2229783,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2229783/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1834944,Regimental,NA
2230290,2193334,camara,PRL,1,0,2019-11-21 11:05:00,"Parecer do Relator, Dep. Adriano do Baldy (PP-GO), pela aprovação, com substitutivo.",190,Parecer do Relator,NA,NA,NA,319,2019-11-21 11:05:00,NA,Análise Parecer,"Parecer do Relator, Dep. Adriano do Baldy (PP-GO), pela aprovação, com substitutivo.",.,2,CDU,https://dadosabertos.camara.leg.br/api/v2/orgaos/2006,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1836217,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2230290,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2230290/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1836217,Regimental,https://dadosabertos.camara.leg.br/api/v2/orgaos/2006
2230291,2193334,camara,SBT,1,0,2019-11-21 11:10:00,"Dispõe sobre a zona de amortecimento das unidades de conservação; altera a Lei n° 9.985, de 18 de julho de 2000.",255,Substitutivo,NA,NA,NA,100,2019-11-21 11:10:00,NA,Apresentação de Proposição,"Apresentação do Substitutivo n. 1 CDU, pelo Deputado Adriano do Baldy (PP-GO).",.,1,CDU,https://dadosabertos.camara.leg.br/api/v2/orgaos/2006,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1836217,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2230291,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2230291/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1836217,Regimental,NA
2231711,2231711,camara,PDL,719,2019,2019-12-03 17:52:00,"Susta a aplicação do Decreto n° 10.140, de 28 de novembro de 2019, que ""Altera o Decreto nº 8.505, de 20 de agosto de 2015, que dispõe sobre o Programa Áreas Protegidas da Amazônia - ARPA"".",557,Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo,NA,"Sustação, decreto, alteração, competência, composição, Comitê do Programa Áreas Protegidas da Amazônia - ARPA..",907,604,2019-12-11 00:00:00,Aguardando Designação de Relator,Publicação de Proposição,Encaminhada à publicação. Publicação Inicial em avulso e no DCD de 12/12/19 PÁG 980.,"Ordinária (Art. 151, III, RICD)",16,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2231711,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2231711/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1840570,Regimental,NA
2231774,2231774,camara,PL,6271,2019,2019-12-03 18:51:00,Dispõe Política Nacional de Proteção do Bioma Amazônia.,139,Projeto de Lei,NA,"Criação, Política Nacional de Proteção do Bioma Amazônia, diretrizes, extrativismo, uso sustentável, desenvolvimento sustentável, proteção ambiental, meio ambiente.",907,604,2019-12-11 00:00:00,Aguardando Designação de Relator,Publicação de Proposição,Encaminhada à publicação. Publicação Inicial em avulso e no DCD de 12/12/19 PÁG 925.,"Ordinária (Art. 151, III, RICD)",16,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2231774,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2231774/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1840825,Regimental,NA
2231918,2231918,camara,PL,6286,2019,2019-12-04 14:20:00,"Altera a Lei nº 4.947, de 6 de abril de 1966, o Decreto-Lei nº 2.848, de 7 de dezembro de 1940, o Código Penal, e a Lei nº 6.739, de 5 de dezembro de 1979, para dispor sobre o crime de invasão de terras públicas a partir de fraude e falsificação de títulos de propriedade.",139,Projeto de Lei,NA,"Alteração, lei federal, aumento da pena, reclusão, crime, Invasão de propriedade, Terras públicas, inclusão, Falsificação de documentos, Título de propriedade, agravação penal, obrigatoriedade, número, inscrição, Certificado de Cadastro de Imóveis Rurais (CCIR), domínio, propriedade. 
_Alteração, Código Penal, estelionato, tipicidade penal, grilagem, aumento da pena, agravação penal, autor (direito penal), funcionário público, utilização, Falsificação de documentos, Título de propriedade, terras públicas, Unidade de conservação.
_ Alteração, lei federal, aumento da pena, crime contra a administração pública, matrícula, registro, imóvel rural, fraude, falsificação, título de propriedade.",907,604,2019-12-17 00:00:00,Aguardando Designação de Relator,Publicação de Proposição,Encaminhada à publicação. Publicação Inicial em avulso e no DCD de 18/12/19 PÁG 603,"Ordinária (Art. 151, III, RICD)",15,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2231918,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2231918/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1841340,Regimental,NA
2232027,2232027,camara,PLP,265,2019,2019-12-04 16:34:00,"Altera a Lei Complementar nº 101, de 4 de maio de 2000, para estabelecer que a Lei de Diretrizes Orçamentárias deverá dispor sobre previsão de destinação de recursos para prevenção e combate a desastres naturais e incêndios.",140,Projeto de Lei Complementar,NA,"Alteração, Lei de Responsabilidade Fiscal, Orçamento público, destinação, percentual, recursos, receita corrente líquida, prevenção, combate, Desastre ambiental, incêndio.",907,604,2019-12-11 00:00:00,Aguardando Designação de Relator,Publicação de Proposição,Encaminhada à publicação. Publicação Inicial em avulso e no DCD de 12/12/19 PÁG 814.,"Prioridade (Art. 151, II, RICD)",16,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,NA,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2232027,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2232027/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1841552,Regimental,NA
2232031,2214203,camara,PPP,1,0,2019-12-04 13:00:00,"Parecer proferido em Plenário pelo Relator, Dep. Capitão Alberto Neto (REPUBLIC-AM), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa; e, no mérito, pela aprovação.",192,Parecer Proferido em Plenário,NA,NA,NA,319,2019-12-04 13:00:00,NA,Análise Parecer,"Parecer proferido em Plenário pelo Relator, Dep. Capitão Alberto Neto (REPUBLIC-AM), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa; e, no mérito, pela aprovação.",.,1,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1841844,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2232031,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2232031/autores,NA,NA,NA,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1841844,Regimental,https://dadosabertos.camara.leg.br/api/v2/orgaos/180
